text_asr,text_translated,intent,language,full_audio_path
say hello I have to make a payment on my bill can you tell me how much I owe and,say hello I have to make a payment on my bill can you tell me how much I owe and,13,en-US,MInDS-14\audio\en-US~PAY_BILL/602ba23905f96973d6794411.wav
hi there I'm just trying to buy something that has a large price tag and when I went to make the payment I got a message saying that I should get some sort of SMS code I'm just not sure it supposed to happen he can you help me with that please,hi there I'm just trying to buy something that has a large price tag and when I went to make the payment I got a message saying that I should get some sort of SMS code I'm just not sure it supposed to happen he can you help me with that please,10,en-AU,MInDS-14\audio\en-AU~HIGH_VALUE_PAYMENT/response_8.wav
hi I'm trying to make large payment online however it says that it has sent me a text message with payment code but I haven't received anything you'd be able to help thank you,hi I'm trying to make large payment online however it says that it has sent me a text message with payment code but I haven't received anything you'd be able to help thank you,10,en-GB,MInDS-14\audio\en-GB~HIGH_VALUE_PAYMENT/6026900fcfa37e1cf217b135.wav
yes I'm going to Europe in like a month I was wondering if my card would work over there as well as here as soon as head of time to make sure that work,yes I'm going to Europe in like a month I was wondering if my card would work over there as well as here as soon as head of time to make sure that work,0,en-US,MInDS-14\audio\en-US~ABROAD/602ba316bb1e6d0fbce9200d.wav
I need some help to freeze my card,I need some help to freeze my card,9,en-AU,MInDS-14\audio\en-AU~FREEZE/response_33.wav
make a question about my direct debit that I have I don't know if it went into my account and I'd like to know thank you,make a question about my direct debit that I have I don't know if it went into my account and I'd like to know thank you,8,en-US,MInDS-14\audio\en-US~DIRECT_DEBIT/602bae94bb1e6d0fbce92271.wav
hi there's been some unusual transaction on my car can I have a list of the recent transactions a week prior to now,hi there's been some unusual transaction on my car can I have a list of the recent transactions a week prior to now,12,en-AU,MInDS-14\audio\en-AU~LATEST_TRANSACTIONS/response_18.wav
hi there I'm calling about getting a new business line,hi there I'm calling about getting a new business line,5,en-AU,MInDS-14\audio\en-AU~BUSINESS_LOAN/response_50.wav
honey I like to freeze my card,honey I like to freeze my card,9,en-US,MInDS-14\audio\en-US~FREEZE/602b9c29bb1e6d0fbce91f79.wav
what is my account balance,what is my account balance,4,en-GB,MInDS-14\audio\en-GB~BALANCE/60268ed4dc3604f481bcb819.wav
hello I'm about to travel abroad and I was just wondering if my card will work where I'm traveling to,hello I'm about to travel abroad and I was just wondering if my card will work where I'm traveling to,0,en-US,MInDS-14\audio\en-US~ABROAD/602b9a09963e11ccd901cbc3.wav
hi I was wondering if there was a way that you could freeze my card for me I need to stop all transaction to my account right now,hi I was wondering if there was a way that you could freeze my card for me I need to stop all transaction to my account right now,9,en-US,MInDS-14\audio\en-US~FREEZE/602bafaa5f67b421554f64dd.wav
hi I don't think my apps working properly,hi I don't think my apps working properly,2,en-AU,MInDS-14\audio\en-AU~APP_ERROR/response_14.wav
I'd like to make a payment,I'd like to make a payment,13,en-US,MInDS-14\audio\en-US~PAY_BILL/602bae7bbb1e6d0fbce92264.wav
I would like to talk about a business loan,I would like to talk about a business loan,5,en-US,MInDS-14\audio\en-US~BUSINESS_LOAN/602ba44c05f96973d6794429.wav
hi I'm going on holiday I want to know my car don't work when I'm abroad,hi I'm going on holiday I want to know my car don't work when I'm abroad,0,en-GB,MInDS-14\audio\en-GB~ABROAD/60268977dc3604f481bcb6d5.wav
show me my account balance,show me my account balance,4,en-US,MInDS-14\audio\en-US~BALANCE/602ba6e405f96973d6794461.wav
the app is not working,the app is not working,2,en-GB,MInDS-14\audio\en-GB~APP_ERROR/60268c10c7abb7f832138955.wav
I am no taste and I would like to change my address please,I am no taste and I would like to change my address please,1,en-GB,MInDS-14\audio\en-GB~ADDRESS/60268c6edc3604f481bcb733.wav
I owe you show me like my latest transactions,I owe you show me like my latest transactions,12,en-GB,MInDS-14\audio\en-GB~LATEST_TRANSACTIONS/6026901fc421a821df7c18f0.wav
oh hi there could you tell me how I can put money in my account please,oh hi there could you tell me how I can put money in my account please,7,en-GB,MInDS-14\audio\en-GB~CASH_DEPOSIT/60268f73c7abb7f832138c73.wav
could you please help me with my card,could you please help me with my card,6,en-AU,MInDS-14\audio\en-AU~CARD_ISSUES/response_6.wav
hi there I'm just calling in regards to your app not working it says that the app is being serviced and now I can access my account,hi there I'm just calling in regards to your app not working it says that the app is being serviced and now I can access my account,2,en-AU,MInDS-14\audio\en-AU~APP_ERROR/response_35.wav
hello yeah I'd like to talk about a payment on my credit card I don't recognise it thank you,hello yeah I'd like to talk about a payment on my credit card I don't recognise it thank you,12,en-GB,MInDS-14\audio\en-GB~LATEST_TRANSACTIONS/6026900bc421a821df7c18e7.wav
ID like to see which direct debits are made in the past week,ID like to see which direct debits are made in the past week,8,en-AU,MInDS-14\audio\en-AU~DIRECT_DEBIT/response_48.wav
is it possible to use my card when going abroad,is it possible to use my card when going abroad,0,en-GB,MInDS-14\audio\en-GB~ABROAD/60268834c421a821df7c1812.wav
I'm looking for some help I've just had in your bank card but when I went to use it and it doesn't do to register and if you have been declined can you help please,I'm looking for some help I've just had in your bank card but when I went to use it and it doesn't do to register and if you have been declined can you help please,6,en-GB,MInDS-14\audio\en-GB~CARD_ISSUES/60268f0ac7abb7f832138b95.wav
what is the most amount of money I can withdraw,what is the most amount of money I can withdraw,3,en-US,MInDS-14\audio\en-US~ATM_LIMIT/602bad4abb1e6d0fbce921ec.wav
yes the local ATM machine where I get my balance from isn't working at the moment so is it possible you can give me my balance but as we speak thank you very much it's the current account that I'm interested in please,yes the local ATM machine where I get my balance from isn't working at the moment so is it possible you can give me my balance but as we speak thank you very much it's the current account that I'm interested in please,4,en-GB,MInDS-14\audio\en-GB~BALANCE/60268e39cfa37e1cf217b0c6.wav
freeze my card,freeze my card,9,en-GB,MInDS-14\audio\en-GB~FREEZE/60268eefc7abb7f832138b66.wav
I was wanting to change my address please,I was wanting to change my address please,1,en-US,MInDS-14\audio\en-US~ADDRESS/602ba25f963e11ccd901cc5e.wav
hello I need a confirmation code to make a large payment,hello I need a confirmation code to make a large payment,10,en-AU,MInDS-14\audio\en-AU~HIGH_VALUE_PAYMENT/response_3.wav
hi I just need to change my address as a pain,hi I just need to change my address as a pain,1,en-GB,MInDS-14\audio\en-GB~ADDRESS/60268afbc7abb7f832138898.wav
hello I have just recently moved house and I would like to change my address,hello I have just recently moved house and I would like to change my address,1,en-GB,MInDS-14\audio\en-GB~ADDRESS/60268dc4c7abb7f832138a84.wav
change the address on PayPal,change the address on PayPal,1,en-GB,MInDS-14\audio\en-GB~ADDRESS/60268a21dc3604f481bcb6e5.wav
yes good afternoon look at like to stop all transactions on my car off reason it's been stolen and it is point if further and no more transactions are on the card thank you,yes good afternoon look at like to stop all transactions on my car off reason it's been stolen and it is point if further and no more transactions are on the card thank you,9,en-AU,MInDS-14\audio\en-AU~FREEZE/response_1.wav
I need to make a payment on my credit card bill,I need to make a payment on my credit card bill,13,en-AU,MInDS-14\audio\en-AU~PAY_BILL/response_32.wav
KeyBank app is not properly working,KeyBank app is not properly working,2,en-US,MInDS-14\audio\en-US~APP_ERROR/602b9b87963e11ccd901cbe8.wav
I've been questioned document my last five transactions,I've been questioned document my last five transactions,12,en-US,MInDS-14\audio\en-US~LATEST_TRANSACTIONS/602b9daabb1e6d0fbce91faf.wav
I want to find a payment on the launch song and it said it would text me in it,I want to find a payment on the launch song and it said it would text me in it,10,en-GB,MInDS-14\audio\en-GB~HIGH_VALUE_PAYMENT/60268f49c7abb7f832138c0b.wav
hi I'm just calling up because I have noticed that I want to change my address I needed to be changed on some of my phone's so I'm just looking to be able to change my address,hi I'm just calling up because I have noticed that I want to change my address I needed to be changed on some of my phone's so I'm just looking to be able to change my address,1,en-AU,MInDS-14\audio\en-AU~ADDRESS/response_1.wav
hello I'm having issues with my card payment was declined can you please help,hello I'm having issues with my card payment was declined can you please help,6,en-AU,MInDS-14\audio\en-AU~CARD_ISSUES/response_24.wav
I have to pay my bill,I have to pay my bill,13,en-US,MInDS-14\audio\en-US~PAY_BILL/602bad1fbb1e6d0fbce921e3.wav
I'm having issues with the new app and I can't seem to get my details to load,I'm having issues with the new app and I can't seem to get my details to load,2,en-GB,MInDS-14\audio\en-GB~APP_ERROR/60268e45dc3604f481bcb7a7.wav
make an Oreo was that I have a card and I want to know whether I can get back to Australia and I,make an Oreo was that I have a card and I want to know whether I can get back to Australia and I,0,en-AU,MInDS-14\audio\en-AU~ABROAD/CAa13eb37dd9c1432255148ddeaa2e03c6_1.wav
hello I've recently been using that for your bank but that does not seem to Levitt,hello I've recently been using that for your bank but that does not seem to Levitt,2,en-AU,MInDS-14\audio\en-AU~APP_ERROR/response_26.wav
hi there the payment on my going to make online is being deemed as a high price payment and it says I'm supposed to be receiving a text message I don't know what these text message payment codes I get that space to do how my pretty use them if you could help me that please,hi there the payment on my going to make online is being deemed as a high price payment and it says I'm supposed to be receiving a text message I don't know what these text message payment codes I get that space to do how my pretty use them if you could help me that please,10,en-GB,MInDS-14\audio\en-GB~HIGH_VALUE_PAYMENT/60268feac7abb7f832138d90.wav
hey I want to deposit some money into my account I was just wondering how I can transfer that into there,hey I want to deposit some money into my account I was just wondering how I can transfer that into there,7,en-US,MInDS-14\audio\en-US~CASH_DEPOSIT/602ba174963e11ccd901cc4b.wav
can I put some money in my account please,can I put some money in my account please,7,en-GB,MInDS-14\audio\en-GB~CASH_DEPOSIT/60268f7ac7abb7f832138c80.wav
how do I change my address,how do I change my address,1,en-US,MInDS-14\audio\en-US~ADDRESS/602ba42105f96973d6794424.wav
hi I was just wondering if I could get a hold of my latest transactions just make sure everything's ok on my account not sure if there's any payment iPad recently have not been able to justify but hopefully you can help me,hi I was just wondering if I could get a hold of my latest transactions just make sure everything's ok on my account not sure if there's any payment iPad recently have not been able to justify but hopefully you can help me,12,en-GB,MInDS-14\audio\en-GB~LATEST_TRANSACTIONS/6026902ec7abb7f832138e03.wav
